id,class
01365805614,1
01365815172,1
01365816824,1
01366596524,0
01366779187,0
01367970203,1
01369327881,1
01370418277,0
01371402268,0
01376828619,1
01377430559,1
01378416189,1
01378420724,1
01380109089,1
01384269691,0
01384647130,1
01386953693,1
01387284608,1
01388355720,1
01389345159,1
01389526334,0
01389526335,0
01389714442,1
01389892061,1
01389892071,1
01390007186,1
01390007240,1
01394902919,1
01395005311,1
01396992328,1
01396992932,1
01398694728,1
01398697590,1
01399162851,1
01399342917,1
01399342918,1
01399354071,1
01401763417,1
01402121506,1
01403594616,1
01404570804,1
01405075444,1
01405123800,1
01405413955,0
01405413956,0
01405480673,0
01406696595,1
01406922494,0
01408814016,1
01408814020,1
01409180670,1
01410429056,1
01412286531,1
01412290253,1
01412290840,1
01412291065,1
01412291127,1
01412295206,1
01412295595,1
01412296282,1
01412296444,1
01412296512,1
01412296579,1
01412296635,1
01412297452,1
01412298166,1
01412298305,1
01412303877,1
01412304490,1
01412304528,1
01412304646,1
01412305129,1
01412305177,1
01412306161,1
01412323504,1
01412323507,1
01412323508,1
01412468627,1
01412472210,1
01412472211,1
01412472217,1
01412472218,1
01412472221,1
01412476320,1
01412476321,1
01412476324,1
01412476325,1
01412476337,1
01412476338,1
01412477726,1
01412533570,1
01412745916,0
01415418220,0
01416562317,0
01417520513,1
01417795566,1
01420660275,1
01424507170,1
01424508470,1
01424508487,1
01425996826,0
01426406754,0
01426699417,1
01426699418,1
01429789048,0
01429789049,1
01429791474,1
01434331017,1
01435629734,1
01436061051,1
01437400595,1
01437400804,1
01437585690,0
01439496752,1
01439496753,1
01439497832,1
01439690138,0
01439748315,1
01439897193,1
01439897935,1
01440044188,1
01440052911,1
01440053476,1
01441729548,1
01441960664,0
01441960665,0
01441960667,0
01442077010,1
01442185080,1
01442186085,1
01442361084,1
01442399463,1
01442765604,1
01442781378,1
01442786621,1
01442899674,1
01442899678,1
01443021954,1
01443237596,1
01443770731,1
01443770732,1
01444096245,1
01444097719,1
01444156145,1
01444427831,1
01444428639,1
01444593841,1
01444989020,1
01445014561,1
01445434650,1
01445436768,1
01445439334,1
01446493586,1
01446825731,1
01446826153,1
01446826154,1
01446936496,1
01446941380,1
01446942903,1
01447024869,1
01447572742,1
01447946230,1
01447946323,1
01447951223,1
01448631004,1
01451076377,1
01451076431,1
01451269231,1
01453470717,1
01453483936,1
01453486267,0
01453488000,1
01453488006,1
01453488008,1
01453488011,1
01453488013,1
01453488016,1
01453488018,1
01453488021,1
01453488023,1
01454165047,0
01454165050,0
01454485254,0
01454749387,0
01455242027,1
01455242634,1
01455245613,1
01455468776,1
01455474926,1
01456339651,1
01456340236,1
01456340318,1
01456736848,1
01456739269,1
01456918300,1
01456992544,1
01456993124,1
01456993126,1
01456993174,1
01457112445,1
01457112651,1
01457112773,1
01457112841,1
01457112949,1
01457113796,1
01457119949,1
01457131676,1
01457836789,1
01457845025,1
01457845026,1
01457879937,1
01458009988,1
01461830403,1
01463040090,1
01463318843,1
01463838276,1
01465554686,1
01465566603,1
01465566604,1
01465568608,0
01465797827,1
01466629962,1
01466629963,1
01466629964,1
01466630111,1
01466631974,1
01467591980,1
01467711164,1
01467844922,1
01467845000,1
01467852131,1
01468464144,0
01468464154,0
01468474562,0
01468474563,0
01470060269,0
01470516692,0
01473654610,1
01474572893,1
01474583464,1
01474618510,1
01474621389,1
01474753413,0
01474753414,0
01474753415,0
01474753416,0
01474753417,0
01474753418,0
01474753419,0
01474753420,0
01474753422,0
01474759809,0
01475229886,1
01476302127,0
01476302129,0
01476302130,0
01477934662,0
01478341947,1
01478394144,0
01478495057,0
01478555907,0
01478578259,0
01479265535,0
01479274499,0
01479274500,0
01481819454,0
01481822961,0
01482163966,1
01482348249,1
01482414036,0
01482818390,1
01483203701,1
01484009488,0
01484156511,1
01484591442,1
01485303370,1
01487879204,1
01488269930,0
01488277124,0
01488277751,0
01490488975,0
01491885124,1
01493841199,0
01493841200,0
01493841202,0
01493841248,1
01494704289,1
01495655423,1
01495673828,1
01495831828,0
01495842056,0
01496264590,0
01499007315,1
01499318437,1
01499474090,1
01500424776,1
01500693550,1
01500705888,1
01506669261,1
01506669270,1
01507004065,0
01507004067,0
01509128828,1
01509128829,1
01509128831,1
01509128832,1
01509128836,1
01509827333,1
01509827336,1
01509888259,1
01509892050,1
01511116355,0
01512292982,1
01515209524,1
01515811948,0
01516619913,1
01517707693,1
01520616861,0
01520617016,0
01520617090,0
01520617123,0
01520617129,0
01520864131,0
01520864133,0
01526937447,1
01526938037,1
01527247123,1
01527503372,1
01527503509,1
01527506597,1
01528084452,0
01528084460,0
01528084475,0
01528084500,0
01528084501,0
01528718099,1
01528718107,1
01530471265,0
01532936409,0
01533133532,1
01533133537,1
01534188913,1
01534188914,1
01534198361,0
01534198722,1
01534411826,1
01534432977,1
01535537113,1
01535537121,1
01535537125,1
01535537126,1
01537178924,1
01537178925,1
01537178950,1
01538120758,1
01538121254,1
01538121941,1
01538163025,1
01539793951,1
01541997855,1
01543416039,0
01543424022,1
01543425723,1
01543815668,0
01543825319,1
01543825909,1
01543831707,1
01543848475,1
01543848783,1
01543848784,1
01543854234,1
01543944750,1
01543944752,1
01544060757,1
01544060764,1
01545518431,1
01545859615,1
01545949710,0
01546128651,1
01546128655,1
01546305927,1
01546306800,1
01546474045,1
01546731352,1
01547591003,1
01547591007,1
01547591010,1
01547591027,1
01547591048,1
01547591051,1
01547591062,1
01547591066,1
01547612611,1
01547612636,1
01547612658,1
01547612661,1
01547812473,0
01547812486,0
01547890040,1
01547944026,0
01548039693,1
01548478716,0
01548810366,1
01550815366,1
01550815370,1
01550815386,1
01550815387,0
01550815404,1
01550815411,0
01550815427,1
01550815439,1
01552782895,1
01552782896,1
01552795464,1
01554057351,1
01554057368,1
01554057394,1
01554179775,1
01554188136,1
01554373057,1
01554373605,1
01554373835,1
01554373836,1
01554374695,1
01554374912,1
01554375307,1
01554375308,1
01554392218,1
01554400883,1
01554605794,1
01554605795,1
01554606050,1
01554606345,1
01554607176,1
01554607177,1
01554607237,1
01554607244,1
01554608849,1
01554608850,1
01554609434,1
01554610151,1
01554611926,1
01554612256,1
01554612384,1
01556203864,0
01556212984,1
01556779104,1
01556779106,1
01557686573,1
01557686585,1
01558738366,1
01558738367,1
01561469762,1
01564765088,1
01564869821,1
01565034634,1
01565036126,1
01565037132,1
01565099754,0
01565101327,1
01565103724,1
01565103725,1
01566486975,0
01566818528,1
01567243696,1
01567248420,1
01568165563,1
01568435466,1
01568435469,1
01569564645,1
01569599811,1
01569599812,1
01569599814,1
01570679043,1
01573212829,1
01581833664,1
01583495145,1
01583495146,1
01583642115,0
01584742893,0
01585925839,1
01587608279,1
01588520263,0
01589600500,0
01593217201,0
01595353308,1
01595357025,1
01601312531,1
01601325242,1
01605575729,0
01606446497,1
01610239457,0
01611936361,1
01611993042,0
01611993052,0
01614053949,0
01614059652,0
01616027716,1
01616219859,1
01616222770,1
01617903837,0
01617911504,0
01617985882,0
01618803081,0
01618825864,1
01619073038,0
01622704680,1
01625060685,1
01625060703,1
01625529165,1
01626817355,0
01627094265,0
01627207900,1
01627319467,0
01628032080,1
01628032092,0
01628032093,0
01628038918,1
01628038922,1
01628038928,1
01628042951,1
01628052918,1
01628272101,1
01629215819,1
01629215820,1
01629215836,1
01629215837,1
01629847547,1
01629847551,1
01630300948,1
01630316577,1
01630316578,1
01630316641,1
01630512520,1
01630524398,1
01630524403,1
01630718981,1
01630722168,0
01630722170,1
01630722171,1
01630722180,1
01631912846,0
01632245528,0
01632270852,1
01632573022,0
01633028607,0
01633224441,1
01633417651,0
01633428675,0
01633508697,1
01636309392,1
01637445796,1
01637445797,1
01638127847,1
01638445557,2
01638709275,0
01641311612,1
01648646424,1
01649477507,1
01652095459,1
01652105474,1
01652105485,1
01652846653,1
01653266147,0
01653300372,1
01653300383,1
01653301816,1
01654153609,0
01654643718,0
01654648562,0
01655133285,1
01655136702,1
01655152182,1
01655285687,1
01655285688,1
01655285689,1
01655285690,1
01655287747,1
01655287748,1
01655287749,1
01655287760,1
01655287764,1
01656370184,0
01656808583,1
01657267969,1
01658253345,1
01658894812,1
01658894815,1
01658899039,1
01659046913,1
01659046916,1
01659046918,1
01659046921,1
01661458542,1
01661458571,1
01665856921,1
01668236343,1
01668243216,1
01668807414,0
01668864978,1
01668864983,1
01668864984,1
01669450401,1
01670158329,1
01671119570,1
01671128214,1
01671128219,1
01671128233,1
01671128238,1
01671264964,1
01671264965,1
01671264971,1
01671264972,1
01671264980,1
01671264981,1
01671269845,0
01671335976,1
01671353178,1
01671353179,1
01671624027,1
01671675028,1
01671747221,1
01671792164,1
01671792167,1
01672280210,1
01672361004,1
01672361008,1
01672361013,1
01672368909,0
01672452153,1
01673364352,1
01673364356,1
01673364358,1
01673377041,1
01673377044,3
01673377046,3
01673377048,1
01673377050,3
01673384574,2
01673384575,2
01673517662,1
01673858602,1
01673861054,1
01673999804,1
01674610859,1
01674610860,1
01674859725,1
01675918945,0
01676494295,1
01676507886,1
01676507908,0
01676507944,1
01677282423,0
01677597876,0
01678530448,1
01679183736,0
01679644075,1
01679644084,1
01679672531,1
01679672536,1
01679672538,1
01680002246,1
01680002306,1
01680002310,1
01680002389,1
01680030797,1
01680030798,1
01680266102,1
01680851835,1
01680851836,1
01680851837,1
01681019174,0
01682449273,1
01682449322,1
01682449363,1
01682449371,1
01682449372,1
01682468565,1
01682594075,1
01682594082,1
01682594092,1
01682594119,1
01682594125,1
01682594174,1
01682694907,1
01682694908,1
01682694925,1
01682694926,1
01682694936,1
01682705942,1
01682705946,1
01682705958,1
01682705965,1
01683349458,1
01683360754,1
01683573579,1
01683666130,1
01683666131,1
01683666143,1
01685054417,1
01685071128,1
01685560207,1
01685560208,1
01685560209,0
01685609933,1
01685609935,1
01685609954,1
01685609959,1
01685609966,1
01685609969,1
01685610003,1
01685610007,1
01685610018,1
01685610046,1
01685610047,1
01685610065,1
01685653394,1
01685653398,1
01685653402,1
01686381618,1
01686381634,1
01687779813,1
01687779814,1
01687786472,1
01687800106,0
01687800108,0
01688274348,1
01688549366,1
01689259280,1
01689276028,1
01689824729,1
01690245696,1
01690245700,0
01690495606,1
01690495633,1
01690495637,1
01690495658,1
01690500350,1
01690500361,1
01690500367,1
01690500387,1
01690500388,1
01690500390,1
01690512150,1
01690512152,1
01690512158,1
01690512161,1
01690512163,1
01690512172,1
01690512187,1
01690512192,1
01690512206,1
01690512213,1
01690857117,1
01691162932,0
01691433332,1
01691433339,1
01691433342,1
01691433348,1
01691433360,1
01691433399,1
01691433409,1
01691433435,1
01691433464,1
01691433474,1
01691433519,1
01691433567,1
01691433585,1
01691433645,1
01691448108,1
01691448119,1
01691448164,1
01692989836,1
01692989863,1
01692989864,1
01692989870,1
01692989873,1
01697168941,1
01697514777,1
01699300308,0
01699529404,0
01699529463,0
01700758213,1
01700758497,1
01700758503,1
01700795180,1
01700835967,1
01707995796,1
01707995798,0
01708689634,1
01708689687,1
01709209455,1
01711709988,0
01720573802,1
01723137697,0
01723283129,1
01724847032,1
01724847033,1
01729569668,0
01729790402,1
01730420239,1
01732549279,0
01732555775,0
01734755015,1
01736365107,0
01740164974,1
01740164975,1
01740165057,1
01742154886,1
01742154887,1
01742806749,0
01742806758,0
01742806765,1
01746980705,1
01746980711,1
01746980716,1
01746980724,1
01747007508,1
01747007509,1
01747332821,1
01747332824,1
01747332828,1
01747332830,1
01747332831,1
01747332832,1
01747332836,1
01747332838,1
01747332839,1
01747332841,1
01747332842,1
01747332844,1
01754171784,1
01754171788,1
01756192162,0
01756192163,0
01756192254,1
01756859582,1
01756859583,1
01759837249,1
01761432093,1
01762427967,1
01762428109,0
01770850139,1
01770850142,1
01770850143,1
01770850144,1
01770875341,1
01770875345,1
01770875347,1
01770875348,1
01772701591,1
01772701600,1
01775722797,0
01779541221,0
01780254096,1
01782872358,0
01783555576,1
01783821884,0
01783821887,0
01783821898,0
01783821900,1
01783821904,0
01783839407,0
01783839408,0
01783839409,0
01783839410,0
01784384659,1
01784384660,1
01784384665,1
01784384688,1
01784404199,0
01786123752,1
01786589529,1
01792994051,1
01793230962,1
01794459533,1
01795468412,0
01796921914,1
01796922653,1
01803147798,1
01803148281,1
01807415484,1
01812811378,0
01813024951,1
01813024952,1
01814051048,1
01814051076,0
01814497193,0
01814515194,1
01818229660,0
01818630020,1
01818630021,1
01818639320,0
01818975988,1
01818976007,1
01818985764,1
01818985765,1
01824154661,1
01824405293,1
01824405298,1
01828231017,0
01830309566,1
01833508701,1
01833879282,0
01834085431,0
01834178050,1
01834537465,1
01834537467,1
01834537470,1
01834537473,1
01834537474,1
01836074672,1
01836074674,1
01836074675,1
01836317116,1
01836663649,1
01836745779,0
01836775325,1
01836775331,1
01838459991,1
01839174975,1
01839612560,1
01839776467,0
01839812062,1
01839812064,1
01839857814,1
01839857852,1
01841136418,1
01842720979,0
01842720986,0
01842721002,0
01842721006,0
01845122529,1
01845122532,0
01845330704,1
01845979137,1
01845979147,0
01846467341,1
01849087965,0
01849088010,0
01849088061,1
01850857906,1
01852041384,0
01852045868,1
01852045869,1
01852241484,1
01852619796,1
01853240297,1
01855689514,1
01856251994,1
01856630775,1
01856658014,1
01856685159,1
01856685163,1
01857088422,1
01858822132,0
01858822153,1
0125053110,3
0125847364,5
0126413672,5
0126514848,3
0126514849,3
0126516001,5
0126516003,5
0126516004,3
0126812096,3
0126812100,3
0127031255,3
0127032742,5
0127083823,5
0127083824,5
0127209716,5
0127209729,5
0133425317,5
0133431890,4
0133452709,5
0133452831,5
0133460500,3
0133460758,3
0133532048,5
0136458756,5
0136458757,5
0136458758,5
0136945846,3
0136945873,3
0136945885,3
0136945927,3
0142365214,4
0142400069,4
0142652937,4
0142652958,4
0142653023,4
0142653090,4
0142653118,4
0142653125,4
0142653150,4
0142653162,4
0142653167,4
0142653244,4
0142724729,4
0142746440,4
0142970484,5
0142970487,5
0142971872,5
0146031082,3
0146032942,3
0147655364,5
0148050723,5
0155342091,4
0155697075,5
0155701470,5
0155701472,5
0155722470,4
0155751774,5
0155751801,5
0155751834,5
0155751863,5
0155751900,5
0155751947,5
0155752128,5
0155752129,5
0155752132,5
0155752194,5
0155752257,5
0155752260,3
0155752357,3
0155752650,5
0155752658,3
0155752659,5
0155783220,5
0155783243,5
0155783262,5
0155783267,5
0155783330,5
0155783383,5
0155783425,5
0155783428,5
0155783473,5
0155783486,5
0155784631,5
0155784633,5
0155784740,5
0155788070,5
0155788308,5
0155788547,5
0155788595,5
0155788609,5
0155788611,5
0155788738,5
0155789275,5
0155806509,5
0155806581,5
0155806582,5
0155806956,5
0155806962,5
0155806968,5
0155806973,5
0155807061,5
0155807197,5
0155807370,5
0155807386,5
0155807503,5
0155807515,5
0155807596,5
0155807615,5
0155807616,5
0155807652,5
0155807677,5
0155807725,5
0155807750,5
0155807885,5
0155807974,5
0155808059,5
0155810035,5
0155810285,5
0155810452,5
0155810934,5
0155812738,5
0155812896,5
0155813663,5
0155813691,5
0155813738,5
0155814302,5
0155814331,5
0155814359,5
0155814551,5
0155819802,3
0155821403,5
0155883988,16
0155884114,5
0155884123,5
0155884538,5
0155884674,5
0155891963,5
0155892615,5
0155892788,4
0155893017,5
0155893250,5
0155893258,5
0155893358,5
0155893390,5
0155894096,5
0155894103,5
0155894351,5
0155894353,5
0155894396,5
0155894469,4
0155894583,5
0155894587,5
0158641684,5
0158642912,5
0158643774,5
0158645329,5
0158645377,5
0158646589,5
0158647594,6
0158648196,5
0158648675,3
0158683368,5
0158683417,5
0158683645,5
0162098791,5
0169995918,5
0169995996,5
0171401508,5
0175406508,4
0175408002,4
0186200473,5
0186202024,5
0186209180,5
0186209184,5
0186209902,5
0186212151,5
0186212300,5
0186214949,5
0188777867,5
0189568151,5
0189570344,3
0193467793,4
0193467810,4
01105276037,4
01105276653,0
01106616533,5
01106616553,5
01106650288,5
01106650291,5
01107011055,16
01107011114,16
01107011217,16
01109368247,0
01110167484,5
01111562331,3
01113679891,0
01113683196,7
01118733218,5
01118733219,5
01118733221,5
01119607480,5
01122009487,5
01122348403,3
01127291184,3
01128012624,7
01128829560,5
01128883577,5
01129180730,3
01132416303,5
01132416305,5
01132422362,5
01132422373,5
01132422381,5
01132422386,5
01132423468,5
01132423483,5
01132426738,5
01137001950,0
01137002159,0
01137003123,0
01137004164,0
01144356250,5
01144711663,0
01144711665,0
01146483298,5
01151901745,0
01151901746,0
01152482104,5
01152593221,0
01152595432,0
01152604437,0
01152607501,0
01154200340,5
01155767676,5
01156799482,5
01157872402,0
01158309073,5
01158668305,5
01158974258,5
01158976068,5
01158976282,5
01159000456,5
01159001109,5
01159938604,5
01159938659,5
01159938688,5
01159938764,5
01159938765,5
01159938766,5
01159938767,5
01159938768,5
01159938965,5
01159938966,5
01160358432,5
01160358434,5
01160358437,5
01160456800,5
01161444830,5
01161444998,7
01161951591,5
01162520892,5
01162520895,5
01162520904,5
01162520920,5
01162520967,5
01163052059,5
01163539172,5
01163539173,5
01163539174,5
01165683067,0
01165818076,3
01168401202,3
01168866012,5
01168866729,5
01168866730,5
01169689086,4
01169701084,4
01171737728,5
01172753291,7
01173493150,5
01173493152,5
01174266873,7
01176431174,3
01177595360,5
01177595406,5
01177617221,7
01178238621,5
01178498163,7
01178645847,5
01178645849,5
01180953635,7
01183273733,3
01186874295,5
01186874297,5
01186929471,5
01186939594,6
01187189427,4
01187197356,16
01189462669,5
01189800806,3
01190478080,5
01194266678,5
01194267090,5
01198310926,3
01198592103,5
01199872544,0
01200092940,5
01200092984,5
01200246713,5
01200567330,5
01200567331,5
01200567332,5
01200567333,5
01200571721,5
01200900232,5
01200900233,5
01200900234,5
01200900235,5
01207445058,3
01207541023,5
01207541061,5
01207541109,5
01207541110,5
01210783027,5
01223981846,3
01225003761,5
01225003767,5
01225761222,5
01225926642,5
01226258044,5
01226258048,5
01226258052,5
01226513017,5
01226670876,5
01226671070,5
01226671071,5
01226684173,5
01228638282,5
01229125550,3
01229700461,5
01229978599,5
01230949141,5
01231271979,5
01231663892,16
01231663921,16
01232398561,5
01232429294,5
01232429374,5
01232592482,5
01232592483,5
01232592485,5
01232592608,5
01232593629,5
01232593630,5
01232593631,5
01232593633,5
01232593634,5
01232593635,5
01232594383,5
01232594385,5
01232594452,5
01232594453,5
01232601924,4
01232603158,5
01232603161,5
01232603162,5
01232721248,5
01232724665,16
01232729259,16
01232732261,5
01232732262,5
01232732263,5
01232732265,5
01232732717,16
01232758841,16
01232758850,5
01232758854,5
01232758869,5
01232758874,5
01232758884,5
01232763840,5
01232849306,5
01232849308,16
01233136983,3
01233136990,3
01233202701,5
01233202702,5
01233202704,5
01233202706,5
01233202708,5
01233202709,5
01233202712,5
01233202713,5
01233202714,5
01233202715,5
01233206208,5
01233206209,5
01233206210,5
01233206215,5
01233206216,5
01233206217,5
01233206218,5
01233207707,5
01233207848,5
01233208147,5
01233208390,5
01233208392,5
01233226437,5
01233349638,5
01233349639,5
01233349640,5
01233349641,5
01233349642,5
01233350216,5
01233350217,5
01233350218,5
01233350219,5
01233350220,5
01233351217,5
01233354269,5
01233513046,3
01233513050,3
01233523264,3
01233715164,0
01233718971,5
01233719191,5
01233719192,5
01233729903,5
01233729904,5
01233729905,5
01233729906,5
01233729907,5
01233729909,5
01233729910,5
01233729911,5
01233729912,5
01233729913,5
01233730307,5
01233730308,5
01234062744,5
01234062745,5
01234076088,3
01234196282,5
01234196284,5
01234196285,5
01234197362,5
01234197363,5
01234197364,5
01234197369,5
01234199653,5
01234202573,5
01234202934,5
01234203828,5
01234215456,5
01234215457,5
01234216145,3
01234217829,5
01234217837,5
01234223956,5
01234238078,5
01234239041,5
01234239044,5
01234239789,5
01234241523,5
01234241713,5
01234248687,5
01234250082,5
01234250083,5
01234250084,5
01234250536,5
01234408372,5
01234408373,5
01234408374,5
01234410615,5
01234410616,5
01234410618,5
01234410622,5
01234410624,5
01234412487,7
01234414797,5
01234414798,5
01234418236,5
01234418237,5
01234418238,5
01234418239,5
01234418242,5
01234418243,5
01235458955,5
01235459342,5
01235577486,5
01235577633,5
01236355069,3
01236355070,3
01236502526,5
01236502527,5
01236502528,5
01236683228,5
01237178910,5
01237178911,5
01237327679,5
01237480662,3
01237481793,5
01237481853,5
01237482654,3
01237482655,5
01237483697,5
01237483698,5
01237483699,5
01237483829,5
01237484239,5
01237484241,5
01237484242,5
01237484243,5
01237485115,3
01237485814,5
01237485817,3
01237616514,3
01237616515,3
01237654589,5
01237953301,5
01237964767,3
01237964783,5
01238271565,5
01238271567,5
01238271568,5
01238271569,5
01238271570,5
01238271571,5
01238271572,5
01238271573,5
01238271794,5
01238304673,5
01238304675,5
01238689600,5
01238689601,5
01238689602,5
01238692781,5
01238692785,5
01238692788,5
01238748574,5
01238748575,5
01238769510,5
01238818312,7
01238914154,5
01238914155,5
01238914187,5
01238938048,7
01238948517,5
01238948534,5
01239053965,5
01239074901,7
01239157893,7
01239166841,3
01239199083,3
01239199128,5
01239199129,5
01239309709,5
01239435391,5
01239435394,5
01239846738,5
01239851302,7
01240010911,7
01240082978,7
01240095651,7
01240095653,7
01240148920,5
01240227473,3
01240229278,5
01240229279,5
01240390878,7
01240517965,7
01240517966,7
01240654202,7
01240902371,7
01241130465,0
01241229987,7
01241233139,7
01241614218,5
01241792396,5
01241804138,5
01242312468,5
01242495373,7
01242899930,7
01243202695,5
01243361509,7
01243381181,3
01243381182,7
01243381183,7
01243406667,7
01243702488,5
01243702490,5
01243774622,3
01244001511,3
01244136470,3
01244404764,3
01244558955,3
01245300824,5
01246087833,5
01246087835,5
01246180732,5
01246180733,5
01248194025,5
01248195437,5
01248198152,5
01248199372,5
01252711182,5
01252711183,5
01252711184,5
01252762993,5
01253131470,3
01253568660,0
01253929307,5
01253929487,5
01254304499,4
01254305052,4
01254306027,7
01254306029,7
01254306192,5
01254311115,5
01254754056,7
01254754057,7
01254754058,7
01254754059,7
01254778618,5
01255022306,5
01255048808,2
01255391202,3
01255503940,7
01255530669,7
01255530670,7
01255662878,5
01255662879,5
01255748954,5
01255753277,5
01255985296,7
01255985304,5
01256533738,7
01256668073,5
01258072235,5
01258285708,7
01260617255,5
01261474824,5
01262625856,5
01262795429,5
01264237423,5
01264412329,5
01264414257,5
01264861512,3
01265033521,5
01265033539,5
01265789821,5
01266107069,5
01266959536,3
01266986892,7
01266986893,3
01266986895,7
01266986896,7
01266986897,7
01266986898,7
01266986900,7
01266986902,7
01266991542,7
01266991543,7
01266991544,7
01266991545,7
01266991546,7
01266991547,5
